date,salesperson,lead_name,segment,region,target_close,forecasted_monthly_revenue,opportunity_stage,weighted_revenue,closed_opportunity,active_opportunity,latest_status_entry
2013-12-31,James Swanger,US_Enterprise_662,Enterprise,US,2014-03-14,519992,Lead,51999,FALSE,FALSE,FALSE
2013-12-31,Anne Smith,US_SMB_1532,SMB,US,2014-01-24,65332,Contracting,52266,FALSE,FALSE,FALSE
2014-01-01,Jennifer Weidman,US_SMB_1526,SMB,US,2014-01-31,101818,Lead,10182,FALSE,FALSE,FALSE
2014-01-01,James Swanger,US_SMB_1476,SMB,US,2014-01-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-02,David King,EMEA_SMB_1343,SMB,EMEA,2014-02-26,104436,Lead,10444,FALSE,FALSE,FALSE
2014-01-02,James Swanger,US_Enterprise_320,Enterprise,US,2014-04-04,407579,Lead,40758,FALSE,FALSE,FALSE
2014-01-02,James Swanger,US_Startup_408,Startup,US,2014-01-02,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-02,Gerri Hinds,US_SMB_1509,SMB,US,2014-01-31,108929,Lead,10893,FALSE,FALSE,FALSE
2014-01-03,Jennifer Weidman,US_Enterprise_491,Enterprise,US,2014-04-05,530559,Lead,53056,FALSE,FALSE,FALSE
2014-01-03,David King,EMEA_Enterprise_533,Enterprise,EMEA,2014-03-11,316585,Lead,31659,FALSE,FALSE,FALSE
2014-01-03,Walter Landfair,APAC_Enterprise_148,Enterprise,APAC,2014-04-18,411650,Qualified,205825,FALSE,FALSE,FALSE
2014-01-04,David King,EMEA_Enterprise_731,Enterprise,EMEA,2014-05-19,534794,Lead,53479,FALSE,FALSE,FALSE
2014-01-05,James Swanger,US_Startup_65,Startup,US,2014-01-05,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-05,Anne Smith,US_Enterprise_1055,Enterprise,US,2014-01-05,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-05,Victor Burk,EMEA_Enterprise_218,Enterprise,EMEA,2014-01-05,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-05,Jennifer Weidman,US_Startup_1089,Startup,US,2014-02-12,661193,Lead,66119,FALSE,FALSE,TRUE
2014-01-05,Victor Burk,EMEA_Enterprise_510,Enterprise,EMEA,2014-05-18,473126,Lead,47313,FALSE,FALSE,FALSE
2014-01-06,Walter Landfair,APAC_Enterprise_394,Enterprise,APAC,2014-01-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-06,James Swanger,US_SMB_993,SMB,US,2014-02-06,166434,Lead,16643,FALSE,FALSE,FALSE
2014-01-06,David King,EMEA_Startup_229,Startup,EMEA,2014-01-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-06,David King,EMEA_SMB_978,SMB,EMEA,2014-01-06,58403,Closed Won,58403,TRUE,FALSE,TRUE
2014-01-06,Walter Landfair,APAC_Enterprise_650,Enterprise,APAC,2014-01-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-06,Walter Landfair,APAC_Enterprise_448,Enterprise,APAC,2014-05-21,639782,Lead,63978,FALSE,FALSE,FALSE
2014-01-06,Jennifer Weidman,US_Startup_1082,Startup,US,2014-01-06,404033,Closed Won,404033,TRUE,FALSE,TRUE
2014-01-07,Gerri Hinds,US_Enterprise_1033,Enterprise,US,2014-01-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-07,Jennifer Weidman,US_SMB_3131,SMB,US,2014-02-21,69558,Lead,6956,FALSE,FALSE,FALSE
2014-01-07,James Swanger,US_Enterprise_1292,Enterprise,US,2014-03-19,499477,Prospect,99895,FALSE,FALSE,FALSE
2014-01-07,Jennifer Weidman,US_Enterprise_1323,Enterprise,US,2014-04-02,584289,Prospect,116858,FALSE,FALSE,FALSE
2014-01-07,Gerri Hinds,US_SMB_836,SMB,US,2014-01-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-07,Jennifer Weidman,US_Startup_478,Startup,US,2014-01-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-08,David King,EMEA_Startup_72,Startup,EMEA,2014-01-08,337843,Closed Won,337843,TRUE,FALSE,TRUE
2014-01-08,James Swanger,US_Startup_1004,Startup,US,2014-02-18,640906,Lead,64091,FALSE,FALSE,FALSE
2014-01-08,Walter Landfair,APAC_Enterprise_393,Enterprise,APAC,2014-05-06,563340,Prospect,112668,FALSE,FALSE,TRUE
2014-01-08,Jennifer Weidman,US_Enterprise_825,Enterprise,US,2014-03-30,426371,Prospect,85274,FALSE,FALSE,FALSE
2014-01-09,David King,EMEA_Startup_227,Startup,EMEA,2014-02-06,327279,Contracting,261823,FALSE,FALSE,FALSE
2014-01-09,Victor Burk,EMEA_SMB_942,SMB,EMEA,2014-03-04,88944,Lead,8894,FALSE,FALSE,FALSE
2014-01-09,Jennifer Weidman,US_Enterprise_98,Enterprise,US,2014-04-10,485279,Lead,48528,FALSE,FALSE,FALSE
2014-01-09,Anne Smith,US_SMB_1324,SMB,US,2014-01-09,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-09,Anne Smith,US_Enterprise_1415,Enterprise,US,2014-03-28,578791,Prospect,115758,FALSE,FALSE,FALSE
2014-01-09,Jennifer Weidman,US_SMB_1723,SMB,US,2014-02-20,109067,Prospect,21813,FALSE,FALSE,FALSE
2014-01-09,Victor Burk,EMEA_SMB_1009,SMB,EMEA,2014-01-09,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-10,Walter Landfair,APAC_Enterprise_300,Enterprise,APAC,2014-04-26,506643,Lead,50664,FALSE,FALSE,FALSE
2014-01-10,David King,EMEA_SMB_872,SMB,EMEA,2014-02-24,92637,Lead,9264,FALSE,FALSE,TRUE
2014-01-10,Anne Smith,US_Enterprise_543,Enterprise,US,2014-03-18,375258,Prospect,75052,FALSE,FALSE,FALSE
2014-01-10,Gerri Hinds,US_Startup_390,Startup,US,2014-02-20,443506,Lead,44351,FALSE,FALSE,TRUE
2014-01-10,David King,EMEA_Startup_98,Startup,EMEA,2014-01-10,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-11,Anne Smith,US_Enterprise_1027,Enterprise,US,2014-03-22,254734,Prospect,50947,FALSE,FALSE,FALSE
2014-01-11,Victor Burk,EMEA_SMB_632,SMB,EMEA,2014-02-17,134737,Lead,13474,FALSE,FALSE,FALSE
2014-01-11,Victor Burk,EMEA_SMB_1276,SMB,EMEA,2014-01-11,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-11,Walter Landfair,APAC_Enterprise_312,Enterprise,APAC,2014-04-05,390258,Qualified,195129,FALSE,FALSE,FALSE
2014-01-11,Jennifer Weidman,US_SMB_1853,SMB,US,2014-01-11,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-11,Victor Burk,EMEA_Enterprise_78,Enterprise,EMEA,2014-01-11,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-11,James Swanger,US_SMB_2845,SMB,US,2014-01-11,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-11,Jennifer Weidman,US_Enterprise_1301,Enterprise,US,2014-04-28,422621,Lead,42262,FALSE,FALSE,FALSE
2014-01-12,James Swanger,US_SMB_908,SMB,US,2014-02-10,119623,Lead,11962,FALSE,FALSE,FALSE
2014-01-12,Victor Burk,EMEA_SMB_520,SMB,EMEA,2014-03-08,90072,Lead,9007,FALSE,FALSE,FALSE
2014-01-12,David King,EMEA_SMB_181,SMB,EMEA,2014-02-14,132127,Prospect,26425,FALSE,FALSE,FALSE
2014-01-12,James Swanger,US_SMB_284,SMB,US,2014-01-12,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-12,Victor Burk,EMEA_Enterprise_720,Enterprise,EMEA,2014-06-05,477693,Lead,47769,FALSE,FALSE,FALSE
2014-01-12,Jennifer Weidman,US_SMB_2701,SMB,US,2014-01-12,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-13,Victor Burk,EMEA_Enterprise_120,Enterprise,EMEA,2014-04-06,533105,Lead,53311,FALSE,FALSE,FALSE
2014-01-13,David King,EMEA_Enterprise_270,Enterprise,EMEA,2014-03-22,404078,Qualified,202039,FALSE,FALSE,FALSE
2014-01-13,Victor Burk,EMEA_Enterprise_438,Enterprise,EMEA,2014-05-12,479089,Lead,47909,FALSE,FALSE,FALSE
2014-01-14,James Swanger,US_SMB_2295,SMB,US,2014-01-14,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-14,Jennifer Weidman,US_Enterprise_965,Enterprise,US,2014-04-30,369727,Lead,36973,FALSE,FALSE,FALSE
2014-01-14,David King,EMEA_Startup_103,Startup,EMEA,2014-02-01,474167,Contracting,379334,FALSE,FALSE,FALSE
2014-01-14,Anne Smith,US_Enterprise_1385,Enterprise,US,2014-03-08,414012,Prospect,82802,FALSE,FALSE,FALSE
2014-01-14,David King,EMEA_SMB_1008,SMB,EMEA,2014-03-07,105125,Prospect,21025,FALSE,FALSE,FALSE
2014-01-15,Gerri Hinds,US_SMB_1318,SMB,US,2014-02-16,139683,Lead,13968,FALSE,FALSE,FALSE
2014-01-15,Anne Smith,US_SMB_1558,SMB,US,2014-01-15,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-15,Anne Smith,US_Enterprise_671,Enterprise,US,2014-04-23,390624,Lead,39062,FALSE,FALSE,FALSE
2014-01-15,Victor Burk,EMEA_Startup_187,Startup,EMEA,2014-02-27,604907,Lead,60491,FALSE,FALSE,FALSE
2014-01-15,Walter Landfair,APAC_Enterprise_348,Enterprise,APAC,2014-01-15,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-15,Anne Smith,US_Startup_37,Startup,US,2014-01-29,400743,Contracting,320594,FALSE,FALSE,FALSE
2014-01-15,Anne Smith,US_Enterprise_1347,Enterprise,US,2014-04-12,431522,Lead,43152,FALSE,FALSE,FALSE
2014-01-15,Jennifer Weidman,US_SMB_2065,SMB,US,2014-02-16,114107,Lead,11411,FALSE,FALSE,FALSE
2014-01-16,Victor Burk,EMEA_Enterprise_107,Enterprise,EMEA,2014-06-03,572089,Lead,57209,FALSE,FALSE,FALSE
2014-01-16,James Swanger,US_Enterprise_1416,Enterprise,US,2014-01-16,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-16,Gerri Hinds,US_SMB_301,SMB,US,2014-02-21,118324,Lead,11832,FALSE,FALSE,FALSE
2014-01-16,David King,EMEA_Enterprise_101,Enterprise,EMEA,2014-05-19,447202,Lead,44720,FALSE,FALSE,FALSE
2014-01-16,Anne Smith,US_Enterprise_1478,Enterprise,US,2014-04-16,400869,Lead,40087,FALSE,FALSE,FALSE
2014-01-16,Anne Smith,US_SMB_2161,SMB,US,2014-02-19,89128,Lead,8913,FALSE,FALSE,FALSE
2014-01-17,Gerri Hinds,US_Startup_91,Startup,US,2014-01-17,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-17,James Swanger,US_SMB_833,SMB,US,2014-01-17,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-17,Walter Landfair,APAC_Enterprise_199,Enterprise,APAC,2014-06-20,398200,Lead,39820,FALSE,FALSE,FALSE
2014-01-17,David King,EMEA_SMB_665,SMB,EMEA,2014-03-13,150581,Lead,15058,FALSE,FALSE,FALSE
2014-01-17,Gerri Hinds,US_Startup_327,Startup,US,2014-01-17,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-17,Victor Burk,EMEA_SMB_545,SMB,EMEA,2014-03-04,87351,Lead,8735,FALSE,FALSE,FALSE
2014-01-18,Jennifer Weidman,US_SMB_3115,SMB,US,2014-02-12,94970,Prospect,18994,FALSE,FALSE,TRUE
2014-01-18,Victor Burk,EMEA_Enterprise_73,Enterprise,EMEA,2014-07-13,515244,Lead,51524,FALSE,FALSE,FALSE
2014-01-18,Anne Smith,US_SMB_135,SMB,US,2014-01-18,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-18,Walter Landfair,APAC_Startup_150,Startup,APAC,2014-01-18,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-18,Gerri Hinds,US_Enterprise_1121,Enterprise,US,2014-03-05,430094,Prospect,86019,FALSE,FALSE,FALSE
2014-01-18,Anne Smith,US_Enterprise_1066,Enterprise,US,2014-03-04,393325,Prospect,78665,FALSE,FALSE,FALSE
2014-01-18,James Swanger,US_Enterprise_877,Enterprise,US,2014-01-18,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-18,Gerri Hinds,US_Enterprise_78,Enterprise,US,2014-04-29,353619,Lead,35362,FALSE,FALSE,FALSE
2014-01-18,Walter Landfair,APAC_Startup_92,Startup,APAC,2014-01-18,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-18,Gerri Hinds,US_SMB_2888,SMB,US,2014-01-18,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-18,Jennifer Weidman,US_SMB_1836,SMB,US,2014-02-17,80522,Prospect,16104,FALSE,FALSE,FALSE
2014-01-18,James Swanger,US_SMB_468,SMB,US,2014-01-18,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-19,Jennifer Weidman,US_SMB_685,SMB,US,2014-01-19,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-19,David King,EMEA_SMB_1182,SMB,EMEA,2014-03-04,149701,Lead,14970,FALSE,FALSE,FALSE
2014-01-19,David King,EMEA_Enterprise_555,Enterprise,EMEA,2014-01-19,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-19,Gerri Hinds,US_Startup_144,Startup,US,2014-01-19,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-19,James Swanger,US_Startup_1041,Startup,US,2014-02-12,782547,Lead,78255,FALSE,FALSE,FALSE
2014-01-19,Gerri Hinds,US_SMB_3280,SMB,US,2014-02-24,103317,Lead,10332,FALSE,FALSE,FALSE
2014-01-20,David King,EMEA_SMB_586,SMB,EMEA,2014-03-07,75400,Qualified,37700,FALSE,FALSE,FALSE
2014-01-20,Walter Landfair,APAC_Startup_99,Startup,APAC,2014-01-20,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-20,Walter Landfair,APAC_Enterprise_208,Enterprise,APAC,2014-05-25,497312,Lead,49731,FALSE,FALSE,FALSE
2014-01-20,James Swanger,US_Enterprise_1030,Enterprise,US,2014-04-02,412255,Prospect,82451,FALSE,FALSE,FALSE
2014-01-20,Walter Landfair,APAC_Enterprise_188,Enterprise,APAC,2014-01-20,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-20,Anne Smith,US_SMB_381,SMB,US,2014-01-20,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-20,Walter Landfair,APAC_SMB_42,SMB,APAC,2014-03-05,24684,Contracting,19747,FALSE,FALSE,FALSE
2014-01-21,James Swanger,US_Enterprise_469,Enterprise,US,2014-01-21,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-21,Jennifer Weidman,US_SMB_2390,SMB,US,2014-02-14,121767,Lead,12177,FALSE,FALSE,FALSE
2014-01-21,James Swanger,US_SMB_1209,SMB,US,2014-01-21,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-21,James Swanger,US_Enterprise_1054,Enterprise,US,2014-04-17,239371,Lead,23937,FALSE,FALSE,FALSE
2014-01-21,Jennifer Weidman,US_SMB_2802,SMB,US,2014-01-21,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-21,Gerri Hinds,US_SMB_1465,SMB,US,2014-01-21,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-22,Walter Landfair,APAC_Startup_146,Startup,APAC,2014-02-25,646641,Qualified,323321,FALSE,FALSE,FALSE
2014-01-22,Victor Burk,EMEA_Enterprise_170,Enterprise,EMEA,2014-05-23,485978,Lead,48598,FALSE,FALSE,FALSE
2014-01-22,Walter Landfair,APAC_Enterprise_46,Enterprise,APAC,2014-01-22,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-22,Jennifer Weidman,US_Enterprise_128,Enterprise,US,2014-01-22,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-22,Walter Landfair,APAC_Enterprise_282,Enterprise,APAC,2014-07-01,571780,Lead,57178,FALSE,FALSE,FALSE
2014-01-22,James Swanger,US_Startup_238,Startup,US,2014-02-24,570283,Prospect,114057,FALSE,FALSE,FALSE
2014-01-23,James Swanger,US_Enterprise_548,Enterprise,US,2014-01-23,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-23,Anne Smith,US_SMB_1304,SMB,US,2014-01-23,46783,Closed Won,46783,TRUE,FALSE,TRUE
2014-01-23,James Swanger,US_Enterprise_118,Enterprise,US,2014-05-12,514105,Lead,51410,FALSE,FALSE,FALSE
2014-01-23,Walter Landfair,APAC_Enterprise_200,Enterprise,APAC,2014-01-23,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-24,James Swanger,US_Enterprise_1407,Enterprise,US,2014-05-12,315352,Lead,31535,FALSE,FALSE,FALSE
2014-01-24,David King,EMEA_SMB_1337,SMB,EMEA,2014-01-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-24,Victor Burk,EMEA_SMB_1138,SMB,EMEA,2014-03-13,118472,Lead,11847,FALSE,FALSE,FALSE
2014-01-24,David King,EMEA_Enterprise_689,Enterprise,EMEA,2014-05-01,372241,Lead,37224,FALSE,FALSE,FALSE
2014-01-24,James Swanger,US_SMB_2039,SMB,US,2014-02-12,91608,Lead,9161,FALSE,FALSE,FALSE
2014-01-24,Victor Burk,EMEA_SMB_527,SMB,EMEA,2014-03-22,91832,Prospect,18366,FALSE,FALSE,FALSE
2014-01-25,Jennifer Weidman,US_Enterprise_62,Enterprise,US,2014-03-30,494017,Qualified,247008,FALSE,FALSE,FALSE
2014-01-25,Jennifer Weidman,US_SMB_3218,SMB,US,2014-01-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-25,David King,EMEA_Enterprise_662,Enterprise,EMEA,2014-05-03,395584,Prospect,79117,FALSE,FALSE,FALSE
2014-01-25,Victor Burk,EMEA_Startup_73,Startup,EMEA,2014-03-04,396017,Lead,39602,FALSE,FALSE,FALSE
2014-01-25,Gerri Hinds,US_Startup_365,Startup,US,2014-01-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-25,Gerri Hinds,US_SMB_329,SMB,US,2014-01-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-26,David King,EMEA_SMB_296,SMB,EMEA,2014-03-01,102836,Lead,10284,FALSE,FALSE,FALSE
2014-01-26,Anne Smith,US_Startup_1150,Startup,US,2014-03-11,705896,Lead,70590,FALSE,FALSE,FALSE
2014-01-26,Jennifer Weidman,US_Enterprise_1025,Enterprise,US,2014-04-20,344806,Lead,34481,FALSE,FALSE,FALSE
2014-01-26,Jennifer Weidman,US_Startup_296,Startup,US,2014-03-10,511565,Lead,51156,FALSE,FALSE,FALSE
2014-01-26,Gerri Hinds,US_SMB_2506,SMB,US,2014-03-02,136493,Lead,13649,FALSE,FALSE,FALSE
2014-01-26,Walter Landfair,APAC_Enterprise_421,Enterprise,APAC,2014-06-13,221897,Qualified,110948,FALSE,FALSE,FALSE
2014-01-26,Anne Smith,US_Startup_535,Startup,US,2014-02-28,679603,Lead,67960,FALSE,FALSE,FALSE
2014-01-26,James Swanger,US_SMB_2147,SMB,US,2014-03-02,137913,Lead,13791,FALSE,FALSE,FALSE
2014-01-27,James Swanger,US_Startup_151,Startup,US,2014-03-10,551541,Lead,55154,FALSE,FALSE,FALSE
2014-01-27,Anne Smith,US_SMB_1992,SMB,US,2014-02-19,128855,Lead,12886,FALSE,FALSE,FALSE
2014-01-27,Gerri Hinds,US_SMB_1496,SMB,US,2014-01-27,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-27,David King,EMEA_SMB_852,SMB,EMEA,2014-01-27,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-27,Anne Smith,US_Startup_919,Startup,US,2014-01-27,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-27,Anne Smith,US_SMB_1484,SMB,US,2014-01-27,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-27,Walter Landfair,APAC_Enterprise_71,Enterprise,APAC,2014-04-29,283998,Qualified,141999,FALSE,FALSE,FALSE
2014-01-27,Jennifer Weidman,US_Enterprise_83,Enterprise,US,2014-04-21,428869,Lead,42887,FALSE,FALSE,FALSE
2014-01-28,Gerri Hinds,US_Startup_116,Startup,US,2014-01-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-28,Gerri Hinds,US_SMB_224,SMB,US,2014-03-01,128351,Lead,12835,FALSE,FALSE,FALSE
2014-01-28,James Swanger,US_SMB_1231,SMB,US,2014-01-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-28,Gerri Hinds,US_SMB_243,SMB,US,2014-01-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-28,Walter Landfair,APAC_Startup_7,Startup,APAC,2014-01-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-28,Gerri Hinds,US_SMB_1490,SMB,US,2014-02-27,124573,Lead,12457,FALSE,FALSE,FALSE
2014-01-29,Victor Burk,EMEA_SMB_1037,SMB,EMEA,2014-04-03,104336,Lead,10434,FALSE,FALSE,FALSE
2014-01-29,Anne Smith,US_Enterprise_1435,Enterprise,US,2014-05-26,503430,Lead,50343,FALSE,FALSE,FALSE
2014-01-29,Walter Landfair,APAC_SMB_242,SMB,APAC,2014-04-07,62229,Qualified,31115,FALSE,FALSE,FALSE
2014-01-29,Gerri Hinds,US_Startup_673,Startup,US,2014-03-14,645820,Lead,64582,FALSE,FALSE,FALSE
2014-01-29,Victor Burk,EMEA_Enterprise_134,Enterprise,EMEA,2014-01-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-29,Jennifer Weidman,US_SMB_1377,SMB,US,2014-03-16,54169,Prospect,10834,FALSE,FALSE,FALSE
2014-01-29,Anne Smith,US_Enterprise_424,Enterprise,US,2014-01-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-29,Anne Smith,US_Startup_640,Startup,US,2014-03-04,571617,Lead,57162,FALSE,FALSE,FALSE
2014-01-29,Anne Smith,US_SMB_2165,SMB,US,2014-01-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-30,James Swanger,US_Enterprise_1155,Enterprise,US,2014-01-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-30,James Swanger,US_SMB_3133,SMB,US,2014-01-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-30,Anne Smith,US_SMB_1532,SMB,US,2014-01-30,53993,Closed Won,53993,TRUE,FALSE,TRUE
2014-01-30,David King,EMEA_SMB_683,SMB,EMEA,2014-02-20,90714,Lead,9071,FALSE,FALSE,FALSE
2014-01-30,Anne Smith,US_SMB_1585,SMB,US,2014-01-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-30,James Swanger,US_SMB_219,SMB,US,2014-01-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-31,Walter Landfair,APAC_Enterprise_225,Enterprise,APAC,2014-05-24,310468,Qualified,155234,FALSE,FALSE,FALSE
2014-01-31,Anne Smith,US_Startup_804,Startup,US,2014-02-15,583756,Qualified,291878,FALSE,FALSE,TRUE
2014-01-31,David King,EMEA_Enterprise_503,Enterprise,EMEA,2014-01-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-31,Anne Smith,US_Startup_722,Startup,US,2014-02-14,502746,Contracting,402197,FALSE,FALSE,FALSE
2014-01-31,Walter Landfair,APAC_Enterprise_154,Enterprise,APAC,2014-05-25,481515,Lead,48151,FALSE,FALSE,FALSE
2014-01-31,James Swanger,US_SMB_1414,SMB,US,2014-03-15,114920,Lead,11492,FALSE,FALSE,FALSE
2014-01-31,Anne Smith,US_Startup_623,Startup,US,2014-01-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-01-31,Gerri Hinds,US_Enterprise_923,Enterprise,US,2014-03-06,524700,Lead,52470,FALSE,FALSE,FALSE
2014-02-01,Jennifer Weidman,US_Enterprise_955,Enterprise,US,2014-04-05,430550,Lead,43055,FALSE,FALSE,FALSE
2014-02-01,Gerri Hinds,US_Enterprise_620,Enterprise,US,2014-05-13,419477,Lead,41948,FALSE,FALSE,FALSE
2014-02-01,Walter Landfair,APAC_Enterprise_417,Enterprise,APAC,2014-05-04,379119,Prospect,75824,FALSE,FALSE,FALSE
2014-02-01,David King,EMEA_Enterprise_656,Enterprise,EMEA,2014-02-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-01,Gerri Hinds,US_Enterprise_1391,Enterprise,US,2014-05-16,415561,Lead,41556,FALSE,FALSE,FALSE
2014-02-01,Gerri Hinds,US_Enterprise_953,Enterprise,US,2014-02-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-01,Anne Smith,US_Startup_37,Startup,US,2014-02-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-01,Jennifer Weidman,US_Enterprise_496,Enterprise,US,2014-04-17,426455,Prospect,85291,FALSE,FALSE,FALSE
2014-02-01,Walter Landfair,APAC_Enterprise_649,Enterprise,APAC,2014-02-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-01,Jennifer Weidman,US_SMB_2332,SMB,US,2014-02-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-02,Anne Smith,US_SMB_2815,SMB,US,2014-03-07,110759,Lead,11076,FALSE,FALSE,FALSE
2014-02-02,James Swanger,US_SMB_593,SMB,US,2014-02-02,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,David King,EMEA_Startup_42,Startup,EMEA,2014-03-19,600157,Lead,60016,FALSE,FALSE,FALSE
2014-02-03,Walter Landfair,APAC_SMB_181,SMB,APAC,2014-02-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,Walter Landfair,APAC_Startup_146,Startup,APAC,2014-02-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,James Swanger,US_SMB_989,SMB,US,2014-03-20,105614,Lead,10561,FALSE,FALSE,FALSE
2014-02-03,Gerri Hinds,US_SMB_1509,SMB,US,2014-02-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,Gerri Hinds,US_Enterprise_1383,Enterprise,US,2014-05-31,358266,Lead,35827,FALSE,FALSE,FALSE
2014-02-03,Jennifer Weidman,US_SMB_1526,SMB,US,2014-02-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,James Swanger,US_SMB_2302,SMB,US,2014-02-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,David King,EMEA_Enterprise_270,Enterprise,EMEA,2014-04-02,355588,Contracting,284471,FALSE,FALSE,FALSE
2014-02-03,David King,EMEA_SMB_1254,SMB,EMEA,2014-03-22,128739,Lead,12874,FALSE,FALSE,FALSE
2014-02-03,Gerri Hinds,US_SMB_1768,SMB,US,2014-02-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-03,Jennifer Weidman,US_Enterprise_775,Enterprise,US,2014-04-29,371292,Lead,37129,FALSE,FALSE,FALSE
2014-02-04,Gerri Hinds,US_SMB_2025,SMB,US,2014-03-01,126920,Lead,12692,FALSE,FALSE,FALSE
2014-02-04,Victor Burk,EMEA_Enterprise_692,Enterprise,EMEA,2014-06-01,557350,Lead,55735,FALSE,FALSE,FALSE
2014-02-04,Jennifer Weidman,US_SMB_2875,SMB,US,2014-02-04,0,Closed Lost,0,TRUE,FALSE,TRUE
2014-02-04,James Swanger,US_SMB_18,SMB,US,2014-03-21,104463,Lead,10446,FALSE,FALSE,FALSE
2014-02-04,Walter Landfair,APAC_Enterprise_533,Enterprise,APAC,2014-02-04,0,Closed Lost,0,TRUE,FALSE,TRUE
